case,current_status,aor_date,stream,dependents,province,nationality,residence,visa_office,med_passed_date,add_docs_request_date,rprf_paid_date,ss_start_date,final_decision,final_decision_date,state
44949,Medicals Passed,2018-03-29,PNP-Outland,1,None,India,India,Unspecified,2018-04-11,None,2018-03-29,None,None,Pending,Inactive
44643,Medicals Passed,2018-03-29,FSW-Outland,1,None,Saint Barthélemy,Unspecified,Unspecified,2018-04-07,None,2018-03-29,None,None,Pending,Inactive
44451,e-APR AOR,2018-03-29,FSW-Outland,0,None,India,USA,Unspecified,Pending,None,2018-03-29,None,None,Pending,Inactive
43117,e-APR AOR,2018-03-29,CEC,0,None,China,Canada,Unspecified,Pending,None,2018-03-29,None,None,Pending,Inactive
72731,Medicals Passed,2018-03-28,CEC,1,None,Ukraine,Canada,Ottawa,2018-04-12,None,2018-03-28,None,None,Pending,Inactive
43126,Medicals Passed,2018-03-28,PNP-Outland,0,Ontario,Pakistan,Pakistan,London,2018-04-12,None,2018-03-28,2018-09-17,None,Pending,Inactive
48821,PPR,2018-03-28,FSW-Outland,3,None,Nigeria,Nigeria,Kyiv,2018-04-06,None,2018-03-28,None,PPR,2018-11-01,Active
43317,Medicals Passed,2018-03-28,CEC,0,None,Bangladesh,Canada,Unspecified,2018-04-06,None,2018-03-28,None,None,Pending,Inactive
44827,PPR,2018-03-28,FSW-Outland,2,None,Iran,USA,Unspecified,2018-04-07,None,2018-03-28,None,PPR,2018-09-06,Active
43880,Medicals Passed,2018-03-28,PNP-Outland,4,Saskatchewan,India,India,New Delhi,2018-04-07,None,2018-03-28,None,None,Pending,Inactive
46373,PPR,2018-03-28,FSW-Outland,0,None,India,India,Ottawa,2018-03-29,None,2018-03-28,None,PPR,2018-08-16,Active
43494,PPR,2018-03-28,FSW-Outland,1,None,Russia,Russia,Unspecified,2018-04-06,None,2018-03-28,None,PPR,2018-08-09,Active
48224,PPR,2018-03-28,FSW-Outland,1,None,Pakistan,Pakistan,Unspecified,2018-04-07,None,2018-03-28,None,PPR,2018-08-14,Active
43951,PPR,2018-03-28,PNP-Outland,6,New Brunswick,Congo (Democratic Republic of the),South Africa,Ottawa,2018-04-26,None,2018-03-28,None,PPR,2018-07-07,Active
43232,PPR,2018-03-28,CEC,3,None,USA,Canada,Ottawa,2018-04-06,None,2018-03-28,None,PPR,2018-06-26,Active
43888,PPR,2018-03-28,CEC,4,None,China,Canada,Unspecified,2018-04-06,None,2018-03-28,None,PPR,2018-05-22,Active
48894,Medicals Passed,2018-03-28,PNP-Outland,3,None,India,India,Unspecified,2018-04-11,None,2018-03-28,None,None,Pending,Inactive
48893,Medicals Passed,2018-03-28,PNP-Outland,3,None,India,India,Unspecified,2018-04-11,None,2018-03-28,None,None,Pending,Inactive
48203,Medicals Passed,2018-03-28,FSW-Outland,2,None,India,USA,Unspecified,2018-04-11,None,2018-03-28,None,None,Pending,Inactive
43084,PPR,2018-03-28,CEC,1,None,Brazil,Canada,Vancouver,2018-04-16,2018-04-06,2018-03-28,None,PPR,2018-05-31,Active
47360,PPR,2018-03-28,FSW-Outland,1,None,Viet Nam,Singapore,Unspecified,2018-04-06,None,2018-03-28,None,PPR,2018-05-31,Active
46531,e-APR AOR,2018-03-28,FSW-Outland,0,None,Nigeria,Nigeria,Unspecified,Pending,None,2018-03-28,None,None,Pending,Inactive
45834,Medicals Passed,2018-03-28,FSW-Outland,0,None,India,USA,Unspecified,2018-04-08,None,2018-03-28,None,None,Pending,Inactive
45524,Medicals Passed,2018-03-28,FSW-Outland,2,None,India,India,Unspecified,2018-04-07,None,2018-03-28,None,None,Pending,Inactive
44610,Medicals Passed,2018-03-28,FSW-Outland,2,None,India,India,Unspecified,2018-04-07,None,2018-03-28,None,None,Pending,Inactive
44191,Medicals Passed,2018-03-28,CEC,1,None,India,Canada,Unspecified,2018-04-06,2018-04-06,2018-03-28,None,None,Pending,Inactive
43082,Medicals Passed,2018-03-28,FSW-Outland,3,None,Nigeria,Nigeria,Unspecified,2018-04-06,None,2018-03-28,None,None,Pending,Inactive
64540,PPR,2018-03-27,FSW-Outland,3,None,Turkey,Turkey,Ankara,2018-04-19,2018-11-15,2018-03-27,None,PPR,2019-07-04,Active
76406,Medicals Passed,2018-03-27,FSW-Outland,0,None,China,China,Unspecified,2018-07-14,2019-05-15,2018-02-13,None,None,Pending,Active
45825,PPR,2018-03-27,FSW-Outland,3,None,Morocco,UAE,Ottawa,2018-04-06,2018-04-20,2018-04-25,None,PPR,2018-12-05,Active
45217,PPR,2018-03-27,FSW-Inland,3,None,Iran,Canada,Ottawa,2018-04-10,None,2018-03-27,None,PPR,2018-09-13,Active
54442,Medicals Passed,2018-03-27,CEC,2,None,Pakistan,Canada,Ottawa,2018-04-07,2018-05-29,2018-03-27,None,None,Pending,Inactive
44097,Medicals Passed,2018-03-27,FSW-Outland,1,None,India,India,Unspecified,2018-04-06,None,2018-03-27,None,None,Pending,Inactive
42941,PPR,2018-03-27,FSW-Outland,1,None,Philippines,Philippines,Ottawa,2018-04-06,None,2018-03-27,None,PPR,2018-08-17,Active
50989,PPR,2018-03-27,FSW-Outland,0,None,Brazil,Brazil,Unspecified,2018-04-06,None,2018-03-27,None,PPR,2018-07-24,Active
43262,PPR,2018-03-27,CEC,1,None,India,Canada,Sydney,2018-04-06,None,2018-03-27,None,PPR,2018-05-24,Active
43590,PPR,2018-03-27,CEC,1,None,India,Canada,Ottawa,2018-04-06,None,2018-03-27,None,PPR,2018-05-24,Active
43171,PPR,2018-03-27,FSW-Outland,3,None,India,India,Ottawa,2018-04-06,None,2018-03-26,None,PPR,2018-05-18,Active
43243,PPR,2018-03-27,FSW-Outland,3,None,Nigeria,Nigeria,Unspecified,2018-04-06,None,2018-03-27,None,PPR,2018-05-17,Active
45967,Medicals Passed,2018-03-27,FSW-Outland,2,None,India,India,Unspecified,2018-04-07,None,2018-03-27,None,None,Pending,Inactive
45757,Medicals Passed,2018-03-27,FSW-Outland,0,None,Bangladesh,Bangladesh,Unspecified,2018-04-07,None,2018-03-27,None,None,Pending,Inactive
43038,PPR,2018-03-27,PNP-Outland,1,Ontario,Bangladesh,Bangladesh,Singapore,2018-04-11,None,2018-03-27,None,PPR,2018-05-02,Active
43947,Medicals Passed,2018-03-27,FSW-Outland,1,None,Algeria,Unspecified,Unspecified,2018-04-11,None,2018-03-27,None,None,Pending,Inactive
71817,PPR,2018-03-26,CEC,1,None,China,Canada,Sydney,2018-04-10,None,2018-03-26,None,PPR,2019-07-08,Active
62645,Medicals Passed,2018-03-26,CEC,0,None,Nigeria,Canada,Unspecified,2018-03-29,None,2018-03-26,None,None,Pending,Inactive
43036,PPR,2018-03-26,FSW-Outland,4,None,Pakistan,Pakistan,London,2018-04-06,None,2018-03-26,None,PPR,2018-10-26,Active
50689,Medicals Passed,2018-03-26,FSW-Outland,1,None,Singapore,Singapore,Unspecified,2018-04-02,None,2018-03-26,None,None,Pending,Inactive
44937,PPR,2018-03-26,FSW-Outland,1,None,Nigeria,Nigeria,Unspecified,2018-04-10,None,2018-03-26,None,PPR,2018-09-06,Active
43053,PPR,2018-03-26,FSW-Outland,2,None,India,Luxembourg,Ottawa,2018-04-11,2018-04-05,2018-03-26,None,PPR,2018-08-04,Active
52165,Medicals Passed,2018-03-26,CEC,0,None,India,India,Unspecified,2018-04-12,None,2018-03-26,None,None,Pending,Inactive
43450,PPR,2018-03-26,FSW-Outland,0,None,India,USA,Ottawa,2018-04-03,None,2018-03-26,None,PPR,2018-07-20,Active
46849,PPR,2018-03-26,FSW-Outland,3,None,India,Singapore,Unspecified,2018-07-10,None,2018-03-26,None,PPR,2018-07-19,Active
50978,Medicals Passed,2018-03-26,FSW-Outland,1,None,Nigeria,Nigeria,Ottawa,2018-04-05,None,2018-03-26,None,None,Pending,Inactive
50638,Medicals Passed,2018-03-26,FSW-Outland,3,None,India,India,New Delhi,2018-04-06,None,2018-03-26,None,None,Pending,Inactive
42897,PPR,2018-03-26,PNP-Outland,1,Ontario,India,India,Sydney,2018-04-06,None,2018-03-26,None,PPR,2018-07-09,Active
43742,PPR,2018-03-26,CEC,0,None,Nigeria,Canada,Ottawa,2018-04-06,None,2018-03-26,None,PPR,2018-07-09,Active
42893,PPR,2018-03-26,FSW-Outland,1,None,India,USA,Unspecified,2018-04-05,None,2018-03-26,None,PPR,2018-07-07,Active
44786,PPR,2018-03-26,CEC,1,None,China,Canada,Ottawa,2018-04-06,None,2018-03-26,None,PPR,2018-06-26,Active
45205,PPR,2018-03-26,CEC,2,None,Brazil,Canada,Ottawa,2018-04-05,None,2018-03-26,None,PPR,2018-05-23,Active
46682,PPR,2018-03-26,CEC,2,None,India,India,Ottawa,2018-04-06,None,2018-03-26,None,PPR,2018-05-18,Active
43276,PPR,2018-03-26,FSW-Outland,1,None,Unspecified,Unspecified,Unspecified,2018-04-05,None,2018-03-26,None,PPR,2018-05-02,Active
42902,PPR,2018-03-26,FSW-Outland,4,None,South Korea,South Korea,Manila,2018-04-05,None,2018-03-26,None,PPR,2018-05-17,Active
42965,PPR,2018-03-26,FSW-Outland,0,None,India,India,Unspecified,2018-04-05,None,2018-03-26,None,PPR,2018-05-18,Active
46200,Medicals Passed,2018-03-26,FSW-Outland,2,None,India,India,Unspecified,2018-04-12,None,2018-03-26,None,None,Pending,Inactive
44075,Medicals Passed,2018-03-26,FSW-Outland,3,None,Nigeria,Nigeria,Unspecified,2018-04-05,None,2018-03-26,None,None,Pending,Inactive
42909,Medicals Passed,2018-03-26,FSW-Outland,0,None,India,India,Unspecified,2018-04-06,None,2018-03-26,None,None,Pending,Inactive
51453,PPR,2018-03-25,CEC,2,None,India,Canada,Sydney,2019-07-03,None,2018-03-25,None,PPR,2019-07-09,Active
54808,Medicals Passed,2018-03-25,FSW-Outland,1,None,India,India,Unspecified,2018-04-15,2018-04-04,2018-03-25,None,None,Pending,Inactive
43338,Medicals Passed,2018-03-25,FSW-Outland,2,None,India,India,Sydney,2018-04-04,None,2018-03-25,None,None,Pending,Inactive
43589,PPR,2018-03-25,FSW-Outland,1,None,Pakistan,Hungary,Unspecified,2018-04-05,None,2018-03-24,None,PPR,2018-07-24,Active
45615,PPR,2018-03-25,FSW-Outland,1,None,Brazil,Brazil,Ottawa,2018-04-06,None,2018-03-25,None,PPR,2018-07-25,Active
48653,Medicals Passed,2018-03-25,FSW-Outland,3,None,India,India,Sydney,2018-04-04,None,2018-03-25,None,None,Pending,Inactive
43298,Medicals Passed,2018-03-25,FSW-Outland,1,None,Bangladesh,Bangladesh,Unspecified,2018-04-04,None,2018-03-25,None,None,Pending,Inactive
42890,PPR,2018-03-25,FSW-Outland,1,None,India,India,Unspecified,2018-04-04,None,2018-03-25,None,PPR,2018-06-22,Active
46738,PPR,2018-03-25,FSW-Outland,1,None,Dominican Republic,Dominican Republic,Ottawa,2018-04-15,None,2018-03-25,None,PPR,2018-06-21,Active
43802,PPR,2018-03-25,FSW-Outland,3,None,India,India,Unspecified,2018-04-05,None,2018-03-25,None,PPR,2018-05-17,Active
43843,Medicals Passed,2018-03-25,FSW-Outland,1,None,India,India,Unspecified,2018-04-01,None,2018-03-25,None,None,Pending,Inactive
44099,PPR,2018-03-24,PNP-Outland,0,None,India,Australia,Unspecified,Pending,None,2018-03-24,None,PPR,2018-08-29,Active
51392,PPR,2018-03-24,FSW-Outland,1,None,Sri Lanka,UAE,Unspecified,2018-04-05,2018-08-06,2018-03-24,None,PPR,2018-08-22,Active
50855,PPR,2018-03-24,FSW-Outland,2,None,India,Australia,Sydney,2018-04-05,2018-07-19,2018-03-24,None,PPR,2018-08-10,Active
44744,PPR,2018-03-24,FSW-Outland,2,None,India,USA,Unspecified,2018-04-06,None,2018-03-24,None,PPR,2018-07-25,Active
47994,Medicals Passed,2018-03-24,FSW-Outland,1,None,India,India,Ottawa,2018-04-05,None,2018-03-24,None,None,Pending,Inactive
42810,PPR,2018-03-24,FSW-Outland,2,None,India,India,Ottawa,2018-04-04,None,2018-03-25,None,PPR,2018-07-19,Active
42824,Medicals Passed,2018-03-24,FSW-Outland,1,None,India,India,Unspecified,2018-04-04,None,2018-03-24,None,None,Pending,Inactive
42794,PPR,2018-03-24,FSW-Outland,2,None,India,India,Unspecified,2018-04-04,None,2018-03-24,None,PPR,2018-06-21,Active
46820,PPR,2018-03-24,PNP-Inland,1,None,China,Canada,Unspecified,2018-04-03,None,2018-03-24,None,PPR,2018-06-04,Active
45624,Medicals Passed,2018-03-24,CEC,2,None,India,Canada,Unspecified,2018-04-05,None,2018-03-24,None,None,Pending,Inactive
43235,PPR,2018-03-24,PNP-Outland,2,Ontario,India,India,New Delhi,2018-04-04,None,2018-03-24,None,PPR,2018-04-13,Active
43283,Medicals Passed,2018-03-24,FSW-Outland,3,None,India,USA,Unspecified,2018-04-04,None,2018-03-24,None,None,Pending,Inactive
44215,Medicals Passed,2018-03-24,FSW-Outland,3,None,Egypt,UAE,Unspecified,2018-04-10,None,2018-03-24,None,None,Pending,Inactive
44088,Medicals Passed,2018-03-24,FSW-Outland,3,None,India,India,Unspecified,2018-04-03,None,2018-03-24,None,None,Pending,Inactive
43868,Medicals Passed,2018-03-24,FSW-Outland,1,None,Morocco,Morocco,Rabat,2018-04-04,None,2018-03-24,None,None,Pending,Inactive
43741,Medicals Passed,2018-03-24,FSW-Outland,3,None,Egypt,UAE,Unspecified,2018-04-03,None,2018-03-24,None,None,Pending,Inactive
42802,Medicals Passed,2018-03-24,FSW-Outland,0,None,India,Canada,Unspecified,2018-04-04,None,2018-03-24,None,None,Pending,Inactive
43185,PPR,2018-03-23,FSW-Outland,4,None,Pakistan,Saudi Arabia,Vienna,2018-04-10,2018-04-03,2018-03-23,2018-08-28,PPR,2019-04-12,Active
58275,Medicals Passed,2018-03-23,FSW-Outland,2,None,Pakistan,Pakistan,Unspecified,2018-04-01,None,2018-03-23,None,None,Pending,Inactive
58514,Medicals Passed,2018-03-23,FSW-Outland,2,None,Romania,United Kingdom,Ottawa,2018-03-30,2018-05-04,2018-03-23,None,None,Pending,Inactive
43662,Medicals Passed,2018-03-23,FSW-Outland,0,None,China,USA,Unspecified,2018-04-04,None,2018-03-23,None,None,Pending,Inactive
44621,Medicals Passed,2018-03-23,FSW-Outland,1,None,Nigeria,Germany,Sydney,2018-03-30,None,2018-03-23,None,None,Pending,Inactive
47769,PPR,2018-03-23,PNP-Outland,3,Ontario,India,India,New Delhi,2018-04-04,None,2018-05-08,None,PPR,2018-08-03,Active
45257,Medicals Passed,2018-03-23,FSW-Outland,1,None,India,India,Ottawa,2018-03-28,2018-05-03,2018-03-23,None,None,Pending,Inactive
48210,PPR,2018-03-23,FSW-Outland,2,None,India,India,Ottawa,2018-03-30,None,2018-03-23,None,PPR,2018-07-24,Active
49813,PPR,2018-03-23,FSW-Outland,3,None,India,India,Unspecified,2018-04-05,None,2018-03-21,None,PPR,2018-07-11,Active
50432,Medicals Passed,2018-03-23,FSW-Outland,1,None,India,India,Unspecified,2018-04-04,None,2018-03-23,None,None,Pending,Inactive
49769,Medicals Passed,2018-03-23,FSW-Outland,1,None,India,India,Unspecified,2018-03-29,None,2018-05-03,None,None,Pending,Inactive
42681,PPR,2018-03-23,PNP-Inland,0,Ontario,India,Canada,Unspecified,2018-04-03,None,2018-03-23,None,PPR,2018-06-13,Active
43483,PPR,2018-03-23,FSW-Outland,3,None,India,UAE,Ottawa,2018-04-04,None,2018-03-23,None,PPR,2018-05-18,Active
42690,PPR,2018-03-23,FSW-Outland,3,None,India,United Kingdom,Ottawa,2018-03-30,None,2018-03-23,None,PPR,2018-05-18,Active
46452,PPR,2018-03-23,FSW-Outland,3,None,Nigeria,Nigeria,Unspecified,2018-03-31,None,2018-03-23,None,PPR,2018-05-17,Active
45588,Medicals Passed,2018-03-23,FSW-Outland,1,None,India,India,Unspecified,2018-03-28,None,2018-03-23,None,None,Pending,Inactive
42720,PPR,2018-03-23,CEC,4,None,India,Canada,Unspecified,2018-04-20,2018-03-27,2018-03-23,None,PPR,2018-04-24,Active
42749,Medicals Passed,2018-03-23,FSW-Inland,3,None,Brazil,Canada,Ottawa,2018-04-04,None,2018-03-23,None,None,Pending,Inactive
42878,Medicals Passed,2018-03-23,FSW-Outland,0,None,India,India,Unspecified,2018-04-03,None,2018-03-23,None,None,Pending,Inactive
42911,Medicals Passed,2018-03-23,CEC,1,None,Australia,Canada,Unspecified,2018-03-28,None,2018-03-23,None,None,Pending,Inactive
77449,PPR,2018-03-22,FSW-Outland,4,None,Bangladesh,Bangladesh,Singapore,2019-06-26,None,2018-03-22,None,PPR,2019-07-10,Active
44938,PPR,2018-03-22,FSW-Outland,1,None,India,India,New Delhi,2018-03-30,None,2018-03-22,None,PPR,2019-04-08,Active
58478,e-APR AOR,2018-03-22,FSW-Inland,0,None,United Kingdom,Canada,Ottawa,Pending,None,2018-03-22,None,None,Pending,Inactive
42709,Medicals Passed,2018-03-22,CEC,2,None,Nigeria,Canada,Unspecified,2018-04-18,None,2018-03-22,None,None,Pending,Inactive
61784,Medicals Passed,2018-03-22,CEC,2,None,India,Canada,Ottawa,2018-04-03,2018-04-04,2018-03-22,None,None,Pending,Inactive
44837,PPR,2018-03-22,FSW-Outland,1,None,India,India,Ottawa,2018-03-29,2018-07-19,2018-03-22,None,PPR,2018-08-01,Active
51054,PPR,2018-03-22,FSW-Outland,1,None,India,UAE,Abu Dhabi,2018-03-31,None,2018-03-22,None,PPR,2018-07-26,Active
42643,PPR,2018-03-22,FSW-Outland,2,None,Brazil,Brazil,Ottawa,2018-03-29,None,2018-03-22,None,PPR,2018-07-25,Active
49286,e-APR AOR,2018-03-22,PNP-Outland,1,None,Unspecified,Brazil,Sao Paulo,Pending,None,2018-03-22,None,None,Pending,Inactive
47371,PPR,2018-03-22,FSW-Outland,1,None,India,UAE,Unspecified,2018-03-31,None,2018-03-22,None,PPR,2018-08-14,Active
42561,PPR,2018-03-22,FSW-Outland,2,None,India,India,Ottawa,2018-03-30,None,2018-03-22,None,PPR,2018-08-03,Active
42915,PPR,2018-03-22,FSW-Outland,2,None,India,USA,Ottawa,2018-03-29,2018-03-29,2018-05-08,None,PPR,2018-07-03,Active
48096,Medicals Passed,2018-03-22,FSW-Outland,2,None,India,India,Ottawa,2018-03-28,None,2018-03-22,None,None,Pending,Inactive
45824,PPR,2018-03-22,FSW-Outland,3,None,India,India,Ottawa,2018-03-30,None,2018-03-22,None,PPR,2018-05-18,Active
46500,Medicals Passed,2018-03-22,FSW-Outland,2,None,India,India,Unspecified,2018-03-30,None,2018-03-22,None,None,Pending,Inactive
46447,PPR,2018-03-22,FSW-Outland,2,None,India,India,Unspecified,2018-03-29,None,2018-05-04,None,PPR,2018-05-18,Active
46297,Medicals Passed,2018-03-22,CEC,1,None,India,India,Unspecified,2018-03-31,None,2018-03-22,None,None,Pending,Inactive
43384,e-APR AOR,2018-03-22,CEC,0,None,Unspecified,China,Unspecified,Pending,None,2018-03-22,None,None,Pending,Inactive
43369,Medicals Passed,2018-03-22,FSW-Outland,1,None,India,India,Unspecified,2018-03-30,None,2018-03-22,None,None,Pending,Inactive
43205,Medicals Passed,2018-03-22,FSW-Outland,1,None,India,Australia,Ottawa,2018-03-27,None,2018-03-22,None,None,Pending,Inactive
42744,e-APR AOR,2018-03-22,CEC,0,None,India,Unspecified,Unspecified,Pending,None,2018-03-22,None,None,Pending,Inactive
55069,PPR,2018-03-21,FSW-Outland,0,None,China,Hong Kong,Unspecified,2018-08-25,None,2018-03-21,None,PPR,2019-05-03,Active
46612,Medicals Passed,2018-03-21,PNP-Outland,1,Ontario,India,India,New Delhi,2018-03-29,None,2018-03-21,None,None,Pending,Inactive
45220,Medicals Passed,2018-03-21,FSW-Outland,1,None,India,India,Unspecified,2018-03-23,2018-08-14,2018-03-21,None,None,Pending,Inactive
43695,PPR,2018-03-21,FSW-Outland,1,None,South Africa,South Africa,Unspecified,2018-03-23,None,2018-03-21,None,PPR,2018-09-19,Active
43581,PPR,2018-03-21,FSW-Outland,0,None,Morocco,Morocco,Rabat,2018-03-31,None,2018-03-21,None,PPR,2018-08-10,Active
43077,PPR,2018-03-21,FSW-Outland,2,None,India,India,Ottawa,2018-03-28,None,2018-03-21,None,PPR,2018-07-19,Active
42894,PPR,2018-03-21,FSW-Outland,2,None,India,USA,Ottawa,2018-04-06,None,2018-05-08,None,PPR,2018-07-10,Active
43959,PPR,2018-03-21,FSW-Outland,2,None,India,USA,Unspecified,2018-03-29,None,2018-03-21,None,PPR,2018-06-20,Active
45724,e-APR AOR,2018-03-21,PNP-Inland,0,None,India,Canada,Unspecified,Pending,None,2018-03-21,None,None,Pending,Inactive
43917,Medicals Passed,2018-03-21,PNP-Outland,1,None,India,India,Unspecified,2018-03-30,None,2018-03-21,None,None,Pending,Inactive
42496,PPR,2018-03-21,FSW-Inland,4,None,South Africa,Canada,Ottawa,2018-03-28,2018-03-28,2018-03-21,None,PPR,2018-04-26,Active
42613,PPR,2018-03-21,PNP-Outland,1,Ontario,India,India,Ottawa,2018-03-29,None,2018-03-21,None,PPR,2018-04-13,Active
43067,Medicals Passed,2018-03-21,CEC,2,None,Kazakhstan,Canada,Unspecified,2018-03-29,2018-04-06,2018-03-21,None,None,Pending,Inactive
43019,e-APR AOR,2018-03-21,FSW-Outland,0,None,India,India,Unspecified,Pending,None,2018-03-21,None,None,Pending,Inactive
49845,PPR,2018-03-20,PNP-Outland,3,Nova Scotia,Azerbaijan,Azerbaijan,Paris,2018-03-28,None,2018-03-20,2018-11-21,PPR,2019-05-28,Active
42557,Medicals Passed,2018-03-20,FSW-Outland,0,None,Iran,USA,Unspecified,2018-03-23,2018-08-03,2018-04-17,None,None,Pending,Inactive
44275,Medicals Passed,2018-03-20,FSW-Inland,2,None,Venezuela (Bolivarian Republic of),Canada,Sydney,2018-03-27,None,2018-03-19,None,None,Pending,Inactive
48255,Medicals Passed,2018-03-20,PNP-Inland,4,British Columbia,Pakistan,Canada,Ottawa,2018-04-05,2018-03-28,2018-03-20,None,None,Pending,Inactive
44822,PPR,2018-03-20,FSW-Outland,0,None,India,USA,Unspecified,2018-03-29,None,2018-03-20,None,PPR,2018-08-13,Active
47983,Medicals Passed,2018-03-20,PNP-Outland,2,None,China,China,Unspecified,2018-04-05,None,2018-03-20,None,None,Pending,Inactive
42417,PPR,2018-03-20,FSW-Outland,1,None,India,USA,Unspecified,2018-03-26,2018-03-26,2018-03-20,None,PPR,2018-07-07,Active
43653,PPR,2018-03-20,PNP-Outland,2,Ontario,India,India,Ottawa,2018-03-28,None,2018-03-20,None,PPR,2018-04-20,Active
43822,PPR,2018-03-20,PNP-Inland,2,None,India,Canada,Unspecified,2018-04-06,None,2018-03-20,None,PPR,2018-07-11,Active
49376,Medicals Passed,2018-03-20,CEC,0,None,India,Canada,Ottawa,2018-05-08,2018-05-09,2018-05-03,None,None,Pending,Inactive
43159,PPR,2018-03-20,CEC,1,None,Russia,Canada,Unspecified,2018-03-29,None,2018-04-12,None,PPR,2018-06-26,Active
42483,PPR,2018-03-20,CEC,2,None,China,Canada,Unspecified,2018-03-28,None,2018-03-20,None,PPR,2018-06-26,Active
42653,PPR,2018-03-20,CEC,0,None,United Kingdom,Canada,Ottawa,2018-03-28,2018-03-28,2018-03-21,None,PPR,2018-06-14,Active
43049,PPR,2018-03-20,FSW-Outland,3,None,Nigeria,Nigeria,Unspecified,2018-03-27,None,2018-03-20,None,PPR,2018-05-17,Active
42478,PPR,2018-03-20,FSW-Inland,3,None,India,Canada,Sydney,2018-03-29,None,2018-03-20,None,PPR,2018-05-08,Active
42463,PPR,2018-03-20,FSW-Outland,3,None,India,USA,Ottawa,2018-04-03,None,2018-03-20,None,PPR,2018-05-16,Active
43472,PPR,2018-03-20,CEC,4,None,India,Canada,Ottawa,2018-03-29,None,2018-03-20,None,PPR,2018-04-25,Active
43960,Medicals Passed,2018-03-20,FSW-Outland,1,None,India,USA,Unspecified,2018-03-27,None,2018-03-20,None,None,Pending,Inactive
42661,Medicals Passed,2018-03-20,FSW-Outland,0,None,Nigeria,Nigeria,Unspecified,2018-03-28,None,2018-03-20,None,None,Pending,Inactive
42514,PPR,2018-03-19,PNP-Outland,4,Ontario,Azerbaijan,Azerbaijan,Paris,2018-03-28,2019-05-15,2018-03-19,None,PPR,2019-05-31,Active
66245,PPR,2018-03-19,CEC,0,None,Lebanon,Canada,Unspecified,2018-03-29,None,2018-03-19,2018-07-23,PPR,2019-02-15,Active
43558,PPR,2018-03-19,FSW-Outland,2,None,Pakistan,Saudi Arabia,London,2018-03-27,2018-04-24,2018-03-19,None,PPR,2018-09-27,Active
42399,PPR,2018-03-19,FSW-Outland,2,None,Australia,Australia,Sydney,2018-03-27,None,2018-03-19,None,PPR,2018-08-31,Active
51089,Medicals Passed,2018-03-19,FSW-Outland,3,None,India,India,Unspecified,2018-03-26,None,2018-03-19,None,None,Pending,Inactive
45212,Medicals Passed,2018-03-19,CEC,2,None,Brazil,Canada,Unspecified,2018-03-28,None,2018-03-19,None,None,Pending,Inactive
43614,PPR,2018-03-19,FSW-Outland,1,None,Nigeria,Nigeria,Ottawa,2018-03-26,None,2018-03-19,None,PPR,2018-08-14,Active
43773,PPR,2018-03-19,FSW-Outland,0,None,India,India,Ottawa,2018-03-24,None,2018-03-19,None,PPR,2018-08-09,Active
46924,PPR,2018-03-19,FSW-Outland,1,None,Nigeria,Nigeria,Ottawa,2018-03-26,None,2018-03-19,None,PPR,2018-07-21,Active
42539,PPR,2018-03-19,FSW-Outland,1,None,India,India,Ottawa,2018-03-26,None,2018-03-19,None,PPR,2018-07-18,Active
43314,PPR,2018-03-19,FSW-Outland,1,None,India,USA,Ottawa,2018-03-26,2018-05-08,2018-05-08,None,PPR,2018-06-14,Active
46433,PPR,2018-03-19,FSW-Outland,2,None,Egypt,Egypt,Ottawa,2018-03-28,None,2018-05-01,None,PPR,2018-05-18,Active
46285,Medicals Passed,2018-03-19,FSW-Outland,3,None,India,India,Unspecified,2018-03-29,None,2018-03-19,None,None,Pending,Inactive
42383,PPR,2018-03-19,FSW-Outland,0,None,India,USA,Sydney,2018-03-26,None,2018-03-18,None,PPR,2018-05-08,Active
44836,PPR,2018-03-19,FSW-Outland,2,None,India,USA,Sydney,2018-03-28,None,2018-03-18,None,PPR,2018-04-25,Active
43883,Medicals Passed,2018-03-19,FSW-Outland,3,None,India,India,Unspecified,2018-03-26,None,2018-03-19,None,None,Pending,Inactive
43854,Medicals Passed,2018-03-19,PNP-Outland,3,None,Egypt,Egypt,Unspecified,2018-03-26,None,2018-03-19,None,None,Pending,Inactive
43733,Medicals Passed,2018-03-19,FSW-Outland,2,None,Egypt,Egypt,Unspecified,2018-03-27,None,2018-03-19,None,None,Pending,Inactive
42853,Medicals Passed,2018-03-19,FSW-Outland,2,None,Viet Nam,Viet Nam,Unspecified,2018-04-04,None,2018-03-19,None,None,Pending,Inactive
42302,PPR,2018-03-18,CEC,3,None,India,Canada,Unspecified,2018-03-29,2018-03-26,2018-03-18,None,PPR,2019-06-25,Active
50726,PPR,2018-03-18,FSW-Outland,0,None,India,USA,Unspecified,2018-03-24,None,2018-03-18,None,PPR,2018-08-06,Active
47931,PPR,2018-03-18,FSW-Outland,2,None,India,India,Unspecified,2018-03-26,None,2018-03-18,None,PPR,2018-07-19,Active
42271,PPR,2018-03-18,FSW-Outland,2,None,India,India,Ottawa,2018-03-24,None,2018-03-18,None,PPR,2018-07-20,Active
48686,e-APR AOR,2018-03-18,CEC,0,None,India,India,Unspecified,Pending,None,2018-03-18,None,None,Pending,Inactive
42426,PPR,2018-03-18,FSW-Outland,1,None,Nigeria,USA,Ottawa,2018-03-24,None,2018-03-17,None,PPR,2018-06-18,Active
